annotation.is_fraud,annotation.fraud_type,annotation.fraud_labels.transaction_upi_fraud,annotation.fraud_labels.transaction_card_fraud,annotation.fraud_labels.transaction_bank_transfer,annotation.fraud_labels.commerce_nondelivery,annotation.fraud_labels.commerce_fake_seller,annotation.fraud_labels.credential_phishing,annotation.fraud_labels.social_authority_scam,annotation.fraud_labels.social_urgency_scam,annotation.fraud_labels.meta_victim_story,annotation.fraud_labels.meta_fraud_question,annotation.key_features.payment_method,annotation.key_features.fraud_channel,annotation.key_features.victim_action,annotation.key_features.request_type,annotation.key_features.impersonated_entity,annotation.key_features.amount_mentioned,annotation.key_features.currency,annotation.key_features.urgency_level,annotation.psychological_tactics.urgency,annotation.psychological_tactics.fear,annotation.psychological_tactics.authority,annotation.psychological_tactics.reward,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,1,0,bank,email,shared_credentials,payment,individual,,unknown,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,1,0,0,0,0,0,0,1,0,0,upi,sms,sent_money,payment,individual,48700,INR,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,1,0,0,0,0,0,1,1,0,bank,phone,sent_money,transaction,none,10000,USD,0.95,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,phone,sent_money,payment,company,150 rupees,INR,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,0,0,unknown,none,none,none,none,unknown,unknown,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,email,deposited_check,payment,company,"$6,000 ",USD,0.8,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,1,0,unknown,none,none,none,none,,unknown,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,phone,paid_bribe,none,police,,unknown,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,1,0,0,0,0,0,0,bank,phone,none,payment,company,400,unknown,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,,,,,,,,,,,crypto,website,clicked_link,payment,company,,unknown,0.9,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,1,0,0,0,0,0,0,0,bank,phone,sent_money,payment,none,50000,INR,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,email,none,none,bank,14k,INR,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,0,0,upi,sms,deleted_message,none,usps,,unknown,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,,1,,,,,,,,,unknown,unknown,none,none,unknown,,unknown,0.9,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,0,0,0,1,0,0,0,0,upi,sms,clicked_link,verification,Amazon,,unknown,0.8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,1,,,0,,,,,,,upi,sms,sent_money,payment,bank,5,INR,0.9,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
0,none,,,,,,,,,,,gift_card,unknown,unknown,none,unknown,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,social_media,none,none,actor,unknown,unknown,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,social_media,shared_credentials,none,none,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,commerce,,1,,,,,,,,,card,website,sent_money,transaction,company,,unknown,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,phone,none,none,none,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,0,0,upi,phone,none,payment,bank,,unknown,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,website,clicked_link,commerce,none,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,1,0,0,0,0,0,1,0,0,card,phone,sent_money,payment,individual,,unknown,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,,1,,,,,,,,,card,unknown,clicked_link,payment,none,$500 ,USD,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,commerce,0,0,0,1,1,0,0,0,0,0,upi,email,sent_money,payment,company,,unknown,0.5,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,0,0,0,0,0,0,1,0,unknown,website,clicked_link,none,unknown,unknown,unknown,0.95,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,crypto,phone,shared_credentials,login,individual,,unknown,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,social_engineering,0,0,0,0,0,1,1,1,0,0,unknown,sms,none,credential,bank,,unknown,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,phone,installed_app,none,none,unknown,unknown,0.8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,0,0,unknown,phone,none,none,none,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,email,sent_money,payment,none,500000,USD,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,advanced,1,1,1,0,0,0,0,1,0,0,upi | card | bank,email | phone,sent_money,payment,individual,$2.5m,unknown,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,sms,sent_money,payment,government,,unknown,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,upi | card | bank | crypto | gift_card | unknown | none,sms | email | phone | social_media | website | app | unknown | none,sent_money | shared_credentials | clicked_link | installed_app | none | unknown,payment | verification | login | download | none | unknown,bank | government | company | individual | none | unknown,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,1,0,0,0,0,0,0,0,1,0,upi,social_media,none,verification,unknown,,unknown,0.8,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,,1,,,,,,,,,card,phone,none,verification,bank,"$7,900 ",unknown,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
0,none,,,,,,,,,,,unknown,social_media,none,none,none,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,commerce,0,0,0,1,1,0,0,0,0,0,unknown,website,clicked_link,commerce,company,,unknown,0.9,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,sms | email | phone,shared_credentials,none,individual,,unknown,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,social_media,sent_money,payment,individual,,unknown,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,unknown,unknown,unknown,unknown,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,1,0,0,0,0,0,0,0,bank,unknown,sent_money,none,unknown,"$15,000 ",USD,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,0,0,0,1,0,0,1,0,unknown,sms,clicked_link,none,USPS,unknown,unknown,0.8,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,email,clicked_link,social_engineering,company,,unknown,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,commerce,0,0,0,1,0,0,0,0,0,0,bank,social_media,sent_money,payment,company,3000,INR,0.5,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,0,0,unknown,none,none,none,none,,unknown,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,email,none,payment,company,,unknown,0.8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,1,0,unknown,phone,none,payment,bank,,unknown,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,social_media,none,none,none,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,commerce,1,0,0,0,0,0,0,0,0,0,upi,website,sent_money,commerce,unknown,,unknown,0.9,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,,1,,,,,,,,,card,email,clicked_link,payment,PayPal,,unknown,0.9,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,0,0,0,0,0,0,1,0,crypto,website,installed_app,transaction,unknown,,usdt,0.9,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,deposited_money,transaction,bank,3000,USD,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,0,0,0,0,0,0,1,0,crypto,website,installed_app,none,unknown,76060,USDT,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,0,0,unknown,sms,none,none,bank,unknown,unknown,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,unknown,none,none,none,75,USD,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,0,0,upi | card | bank | crypto | gift_card | unknown | none,sms | email | phone | social_media | website | app | unknown | none,sent_money | shared_credentials | clicked_link | installed_app | none | unknown,payment | verification | login | download | none | unknown,bank | government | company | individual | none | unknown,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,social_media,clicked_link,none,unknown,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,unknown,unknown,unknown,unknown,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,email,sent_money,payment,company,,unknown,0.9,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,email,sent_money,payment,company,138000,unknown,0.9,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,sms,sent_money,payment,company,,unknown,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,crypto,website,sent_money,payment,company,,unknown,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,social_media,none,none,none,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,1,0,0,0,0,0,1,1,0,0,upi,sms,sent_money,payment,company,,unknown,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,1,1,unknown,none,none,none,none,unknown,unknown,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,sms,sent_money,payment,individual,,unknown,0.9,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,1,0,unknown,none,none,none,none,,unknown,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,0,0,upi | card | bank | crypto | gift_card | unknown | none,sms | email | phone | social_media | website | app | unknown | none,sent_money | shared_credentials | clicked_link | installed_app | none | unknown,payment | verification | login | download | none | unknown,bank | government | company | individual | none | unknown,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,,,,,,,,,,,bank,phone,sent_money,payment,godman,,INR,0.8,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,,1,,,,,,,,,card,email,sent_money,payment,company,,unknown,0.8,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,commerce,0,0,1,0,0,0,0,0,1,0,bank,none,none,commerce,company,,unknown,0.5,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,0,0,upi,sms,clicked_link,verification,bank,,unknown,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,1,0,0,0,0,0,0,0,0,0,upi,sms,sent_money,payment,individual,3000,INR,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,sms,sent_money,payment,none,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,discord,sent_money,payment,sugar momma,3000,unknown,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,
1,commerce,,1,,,,,,,,,card,social_media,sent_money,payment,company,500,USD,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,0,0,unknown,website,clicked_link,none,none,unknown,unknown,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,1,0,0,0,0,0,0,0,0,card,email,none,payment,unknown,unknown,unknown,0.5,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,1,0,unknown,none,none,none,none,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,0,1,0,0,0,0,0,0,unknown,social_media,none,commerce,unknown,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,phone,sent_money,payment,businessman,,unknown,0.8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,1,0,1,0,0,0,0,0,0,0,upi,sms,sent_money,payment,bank,,unknown,0.9,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,,1,,,,,,,,,card,social_media,sent_money,payment,none,,unknown,0.5,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,phone,none,verification,resolution firm,,unknown,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,email,sent_money,payment,bank,,unknown,0.8,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,0,0,0,0,0,0,0,0,crypto,website,transfer_crypto,transaction,none,$100 ,USD,0.5,1,0,0,1,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,0,0,0,0,0,0,0,0,crypto,website,installed_app,trade,unknown,UDST ERC20,unknown,0.9,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,sms,none,none,individual,unknown,unknown,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,mail,received,unknown,Montgomery Ward,3 men's colognes,unknown,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,commerce,,1,,,,,,,,,card,email,sent_money,payment,none,unknown,unknown,0.8,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,task scam,0,0,0,0,0,0,0,1,1,0,crypto,website,sent_money,none,unknown,29000,unknown,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,social_media,none,none,none,,unknown,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,phone,none,none,unknown,unknown,unknown,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,voice,sent_money,payment,company,,unknown,0.8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,website,installed_app,download,none,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,,1,,,,,,,,,card,phone,sent_money,payment,bank,,unknown,0.8,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,email,sent_money,transaction,company,250,RM,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,commerce,0,0,0,1,0,0,0,0,0,0,unknown,phone,none,delivery,Verizon,,unknown,0.8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,1,0,0,0,0,0,0,1,0,0,crypto,website,sent_money,payment,company,4000,USDT,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,email,sent_money,payment,individual,,unknown,0.8,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,email,sent_money,payment,company,,unknown,0.8,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,crypto,website,sent_money,payment,none,"120,000$",USD,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,credential,0,0,0,0,0,1,0,0,0,0,unknown,email,clicked_link,credential,unknown,unknown,unknown,0.5,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,social_engineering,0,0,0,0,0,1,1,1,0,0,unknown,sms,shared_credentials,none,bank,,unknown,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,1,0,0,0,0,0,0,1,0,card,sms,sent_money,payment,bank,$942 ,USD,0.8,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,sent_money,payment,company,,unknown,0.8,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,commerce,0,0,1,1,1,0,0,0,0,0,bank,website,sent_money,payment,breeder,"$1,000 ",unknown,0.9,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,0,0,unknown,email,none,payment,company,,unknown,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,0,0,upi | card | bank | crypto | gift_card | unknown | none,sms | email | phone | social_media | website | app | unknown | none,sent_money | shared_credentials | clicked_link | installed_app | none | unknown,payment | verification | login | download | none | unknown,bank | government | company | individual | none | unknown,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,0,0,0,0,0,0,1,0,crypto,website,none,none,company,"$8,465,444.09 ",unknown,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,commerce,0,0,0,1,0,0,0,0,0,0,upi,website,sent_money,payment,none,unknown,unknown,0.8,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,website,clicked_link,payment,unknown,,unknown,0.9,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,social_media,none,none,unknown,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,commerce,,,,,,,,,,,bank,website,sent_money,payment,company,,unknown,0.8,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,sms,sent_money,payment,bank,,unknown,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,0,0,unknown,none,none,none,none,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,,1,,,,,,,,,card,phone,sent_money,payment,individual,"$60,000 ",USD,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,email,none,none,bank,unknown,unknown,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,commerce,,1,,,,,,,,,unknown,website,installed_app,none,company,,unknown,0.9,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,1,0,unknown,none,none,none,none,,unknown,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,1,0,0,bank,email,none,payment,company,,unknown,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,0,0,0,1,0,0,0,0,unknown,website,installed_app,download,none,,unknown,0.8,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,1,0,unknown,none,none,none,none,unknown,unknown,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,sent_money,payment,none,,unknown,0.8,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,telegram,sent_money,payment,aegis x,$200 ,USD,0.5,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,0,0,0,0,0,1,0,0,unknown,email,sent_money,payment,none,,unknown,0.8,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,1,,,,,,,,,,upi,phone,sent_money,payment,company,,unknown,0.9,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,sent_money,transaction,unknown,100,unknown,0.8,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,social_engineering,0,0,0,0,0,1,0,1,0,0,unknown,email,clicked_link,credential,Apple,,unknown,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,1,0,0,0,0,1,0,upi,unknown,sent_money,none,unknown,,unknown,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,social_engineering,0,0,0,0,0,0,1,1,0,0,crypto,social_media,sent_money,payment,individual,,unknown,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,website,clicked_link,none,company,,unknown,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,commerce,,,,,,,,,,,unknown,social_media,none,commerce,company,,unknown,0.9,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,social_engineering,0,0,0,0,0,1,0,0,0,0,unknown,social_media,none,none,company,,unknown,0.8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,social_engineering,0,0,0,0,0,1,0,0,0,0,unknown,email,shared_credentials,login,cell provider,,unknown,0.9,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,0,0,0,0,1,1,0,0,unknown,social_media,none,none,individual,unknown,unknown,0.95,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,social_media,none,none,none,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,commerce,0,0,0,1,0,0,0,0,0,0,upi,website,clicked_link,commerce,company,,unknown,0.8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,social_engineering,0,0,0,0,0,1,0,0,0,0,unknown,email,opened_link,none,unknown,unknown,unknown,0.8,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,0,0,upi,phone,none,verification,Amazon,,unknown,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,1,0,0,0,0,0,0,0,0,0,upi,email,sent_money,payment,bank,,unknown,0.5,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,1,0,0,0,0,0,0,0,1,0,upi,sms,sent_money,payment,bank,10198,INR,0.7,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,sms,none,none,government,unknown,unknown,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,1,0,unknown,none,none,none,none,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,social_engineering,0,0,0,0,0,1,0,0,0,0,unknown,phone,clicked_link,credential,Apple,6 digit code,unknown,0.8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,commerce,,0,0,0,1,0,0,0,0,0,unknown,sms,sent_money,commerce,company,,unknown,0.9,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,social_engineering,0,0,0,0,0,1,0,0,0,0,unknown,website,clicked_link,login,none,,unknown,0.8,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,social_engineering,0,0,0,0,0,1,1,1,0,0,unknown,email,shared_credentials,login,bank,,unknown,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,0,0,0,0,0,0,0,0,unknown,phone,none,none,company,,unknown,0.9,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
0,none,,,,,,,,,,,unknown,app,installed_app,download,none,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,0,0,unknown,none,none,none,none,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,social_media,clicked_link,commerce,none,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,phishing,0,0,0,0,0,1,0,0,0,0,unknown,email,none,credential,Microsoft,,unknown,0.9,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,email,none,none,unknown,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,unknown,unknown,unknown,unknown,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,unknown,unknown,unknown,unknown,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,1,0,0,bank,phone,sent_money,payment,company,6700,unknown,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,1,0,0,0,0,0,0,1,0,card,online,used_card,transaction,none,unknown,unknown,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,0,0,upi | card | bank | crypto | gift_card | unknown | none,sms | email | phone | social_media | website | app | unknown | none,sent_money | shared_credentials | clicked_link | installed_app | none | unknown,payment | verification | login | download | none | unknown,bank | government | company | individual | none | unknown,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,unknown,unknown,unknown,unknown,,unknown,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,0,0,0,0,0,0,0,0,crypto,app,sent_money,payment,unknown,3500,unknown,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,1,0,unknown,email,shared_credentials,none,company,,unknown,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,unknown,unknown,unknown,unknown,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,app,downloaded_app,transaction,pioneer wealth society,,unknown,0.8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,entered_private_key,transaction,none,,unknown,0.9,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
